diseaseCategory,name
"Pregnancy, Birth, Puerperium",Antepartum haemorrhage
"Pregnancy, Birth, Puerperium",Polyhydramnios
"Pregnancy, Birth, Puerperium",Postpartum haemorrhage
"Pregnancy, Birth, Puerperium",Placental disorders
"Pregnancy, Birth, Puerperium",Placenta praevia
"Pregnancy, Birth, Puerperium",False labour
"Pregnancy, Birth, Puerperium",Prolonged pregnancy
"Pregnancy, Birth, Puerperium",Labour (Abnormalities of forces of labour)
"Pregnancy, Birth, Puerperium","Long labour, unspecified"
"Pregnancy, Birth, Puerperium","Hypertonic, incoordinate, and prolonged uterine contractions"
"Pregnancy, Birth, Puerperium",Precipitate labour
"Pregnancy, Birth, Puerperium","Abnormality of forces of labour, unspecified"
"Pregnancy, Birth, Puerperium",Obstructed labour due to malposition and malpresentation of fetus
"Pregnancy, Birth, Puerperium",Labor And Delivery (other obstructed labour)
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to shoulder dystocia)
"Pregnancy, Birth, Puerperium","Obstructed Labour (Obstructed labour due to fetopelvic disproportion, unspecified)"
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to unusually large fetus)
"Pregnancy, Birth, Puerperium",Long labour
"Pregnancy, Birth, Puerperium",Obstructed Labour (Obstructed labour due to compound presentation)
"Pregnancy, Birth, Puerperium",Labor And Delivery (Obstructed labour due to generally contracted pelvis)
"Pregnancy, Birth, Puerperium",Obstructed labour due to other abnormalities of fetus
"Pregnancy, Birth, Puerperium",Breech extraction
"Pregnancy, Birth, Puerperium",Quadruplet pregnancy
"Pregnancy, Birth, Puerperium","Failed application of vacuum extractor and forceps, unspecified"
"Pregnancy, Birth, Puerperium",Maternal care related to multiple gestation
"Pregnancy, Birth, Puerperium","Obstructed Labour (Obstructed labour, unspecified)"
"Pregnancy, Birth, Puerperium","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
"Pregnancy, Birth, Puerperium","Haemorrhage (Intrapartum haemorrhage, unspecified)"
"Pregnancy, Birth, Puerperium",Obstetric air embolism
"Pregnancy, Birth, Puerperium",Fetal distress (Labour and delivery complicated by fetal stress [distress])
"Pregnancy, Birth, Puerperium",Puerperal sepsis
"Pregnancy, Birth, Puerperium",Death from sequelae of obstetric causes
"Pregnancy, Birth, Puerperium",fetal heart rate (Labour and delivery complicated by fetal heart rate anomaly)
"Pregnancy, Birth, Puerperium",Labor And Delivery (Labour and delivery complicated by meconium in amniotic fluid)
"Pregnancy, Birth, Puerperium",Abnormalities of forces of labour
"Pregnancy, Birth, Puerperium",Labor And Delivery (complicated by fetal heart rate anomaly with meconium in amniotic fluid)
"Pregnancy, Birth, Puerperium",Labor And Delivery (complicated by other evidence of fetal stress)
"Pregnancy, Birth, Puerperium","Labor And Delivery (Labour and delivery complicated by fetal stress, unspecified)"
"Pregnancy, Birth, Puerperium",Labor And Delivery (Labour and delivery complicated by umbilical cord complications)
"Pregnancy, Birth, Puerperium",Obstetric damage to pelvic joints or ligaments
"Pregnancy, Birth, Puerperium",cord prolapse (Labour and delivery complicated by prolapse of cord)
"Pregnancy, Birth, Puerperium","Retained placenta or membranes, without haemorrhage"
"Pregnancy, Birth, Puerperium",Perineal laceration during delivery
"Pregnancy, Birth, Puerperium",Uterine Rupture (Rupture of uterus before onset of labour)
"Pregnancy, Birth, Puerperium",Uterine Rupture (Rupture of uterus during labour)
Respiratory System,Acute laryngitis or tracheitis
Respiratory System,Other specified diseases of the respiratory system
Respiratory System,Retropharyngeal or parapharyngeal abscess
Respiratory System,"Diseases of vocal cords or larynx, not elsewhere classified"
Respiratory System,Acute pharyngitis
Respiratory System,"Lung diseases due to external agents, unspecified"
Respiratory System,Fungal pneumonia
Respiratory System,Cyst or mucocele of nose or nasal sinus
Respiratory System,"Upper respiratory tract disorders, unspecified"
Respiratory System,Pulmonary eosinophilia
Respiratory System,common cold (Acute nasopharyngitis [common cold])
Respiratory System,Stenosis of larynx
Respiratory System,"Tonsillitis (Acute pharyngitis, unspecified)"
Respiratory System,Pulmonary oedema
Respiratory System,Croup & Epiglottitis (Acute obstructive laryngitis [croup] and epiglottitis)
Respiratory System,Croup (Acute obstructive laryngitis [croup])
Respiratory System,Avian influenza-h5n1 (Other acute upper respiratory infections of multiple sites)
Respiratory System,Pandemic influenza A-h1n1 (Other acute upper respiratory infections of multiple sites)
Respiratory System,"Respiratory Infection (Acute upper respiratory infection, unspecified)"
Respiratory System,"Influenza (Influenza, virus not identified)"
Respiratory System,"Pneumonia (Bacterial pneumonia, unspecified)"
Respiratory System,"Pneumonia (Bronchopneumonia, unspecified)"
Respiratory System,Certain diseases of the respiratory system
Respiratory System,Acute viral pharyngitis
Respiratory System,Postprocedural subglottic stenosis
Respiratory System,"severe pneumonia (Other pneumonia, organism unspecified)"
Respiratory System,"Pneumonia (Pneumonia, unspecified)"
Respiratory System,Respiratory Infections (Unspecified acute lower respiratory infection)
Respiratory System,Peritonsillar abscess
Respiratory System,"Bronchitis, not specified as acute or chronic"
Respiratory System,"Asthma (Asthma, unspecified)"
Respiratory System,Chronic bronchiolitis
Respiratory System,Laryngeal spasm
Respiratory System,Pneumonia (Pneumothorax)
Respiratory System,Oligodontia (Haemothorax)
Respiratory System,Cor Pulmonale (Chronic respiratory failure)
Respiratory System,Unspecified asthma with status asthmaticus
Respiratory System,Acute tonsillitis
Respiratory System,"Respiratory Failure (Respiratory failure, unspecified)"
Respiratory System,Primary interstitial lung diseases specific to infancy or childhood
Respiratory System,Pyothorax
Respiratory System,Abscess of lung or mediastinum
Respiratory System,Respiratory conditions due to other external agents
Respiratory System,"Acute pharyngitis, unspecified"
Respiratory System,Vasomotor or allergic rhinitis
Respiratory System,Pleural effusion
Respiratory System,Deviated nasal septum
Respiratory System,Chronic pharyngitis
Respiratory System,Unspecified asthma with exacerbation
Respiratory System,Nasal polyp
Respiratory System,Allergic rhinitis
Respiratory System,"Respiratory conditions due to inhalation of chemicals, gases, fumes or vapours"
Respiratory System,Chronic laryngitis or laryngotracheitis
Respiratory System,"Chronic rhinitis, nasopharyngitis or pharyngitis"
Respiratory System,Acute bronchiolitis
Respiratory System,Acute obstructive laryngitis
Respiratory System,Chronic bronchitis
Respiratory System,Acute obstructive laryngitis or epiglottitis
Respiratory System,Hypertrophy of adenoids
Respiratory System,Hypertrophy of nasal turbinates
Respiratory System,"Lung infections, unspecified"
Respiratory System,"Acute tonsillitis, unspecified"
Respiratory System,"Diseases of mediastinum, not elsewhere classified"
Respiratory System,Chronic respiratory failure
Respiratory System,Transfusion related acute lung injury
Respiratory System,Oedema of larynx
Respiratory System,Chronic pulmonary insufficiency following surgery
Respiratory System,Disorders of lips
Respiratory System,Chronic nasopharyngitis
Respiratory System,Hypertrophy of tonsils
Respiratory System,Bronchitis
Respiratory System,Peritonsillar abscess
Respiratory System,Fibrothorax
Respiratory System,Tracheostomy malfunction
Respiratory System,Acute sinusitis
Respiratory System,Acute epiglottitis
Respiratory System,Pulmonary alveolar microlithiasis
Respiratory System,Haemothorax
Respiratory System,Pharyngitis (Acute pharyngitis)
Respiratory System,Abscess of upper respiratory tract
Respiratory System,Acute laryngopharyngitis
Respiratory System,Bronchiectasis
Respiratory System,laryngopharyngitis (Acute laryngopharyngitis)
Respiratory System,Bronchitis (Acute bronchitis)
Respiratory System,Asthma
Respiratory System,Chronic diseases of tonsils or adenoids
Respiratory System,"Pleural effusion, not elsewhere classified"
Respiratory System,Pneumoconiosis
Respiratory System,Adult respiratory distress syndrome
Respiratory System,Emphysema
Respiratory System,Bronchiectasis
Respiratory System,"Pneumonia (Lobar pneumonia, unspecified)"
Respiratory System,Tonsillitis & Adenoiditis (Chronic tonsillitis)
Respiratory System,Chylous effusion
Respiratory System,Interstitial lung diseases associated with systemic diseases
Respiratory System,Asthma
Respiratory System,Acute laryngitis
Respiratory System,Acute respiratory failure
Respiratory System,Acute bronchitis
Respiratory System,Postprocedural stenosis of the trachea
Respiratory System,Pulmonary oedema
Respiratory System,Disorders of diaphragm
Respiratory System,Chronic rhinitis
Respiratory System,Viral pneumonia
Respiratory System,Pneumonia
Respiratory System,Bacterial pneumonia
Respiratory System,Emphysema
Respiratory System,Chronic rhinosinusitis
Respiratory System,Pneumonia due to pneumocystis
Respiratory System,Acute respiratory distress syndrome
Respiratory System,Other specified upper respiratory tract disorders
Respiratory System,Airway disease due to specific organic dust
Respiratory System,Cystic fibrosis
Respiratory System,Pneumothorax
Respiratory System,"Pneumonitis, unspecified"
Respiratory System,Tracheobronchitis
Respiratory System,Respiratory failure
Respiratory System,Chronic obstructive pulmonary disease
Respiratory System,Other specified forms of asthma or bronchospasm
Respiratory System,"Lower respiratory tract disease, unspecified"
Skin & Subcutaneous,Erythema nodosum
Skin & Subcutaneous,"Seborrhoeic dermatitis, unspecified"
Skin & Subcutaneous,Keratosis pilaris
Skin & Subcutaneous,"Dermatitis, unspecified"
Skin & Subcutaneous,Disorders involving the apocrine follicular unit
Skin & Subcutaneous,Lichenoid dermatoses
Skin & Subcutaneous,Autoimmune or other photodermatoses
Skin & Subcutaneous,Dermatitis (Irritant contact dermatitis due to detergents)
Skin & Subcutaneous,Psoriasis (Psoriasis vulgaris)
Skin & Subcutaneous,Papular urticaria
Skin & Subcutaneous,Plaque psoriasis
Skin & Subcutaneous,Childhood atopic eczema
Skin & Subcutaneous,Psoriasis (Acrodermatitis continua)
Skin & Subcutaneous,Dermatoses which may presage cutaneous lymphoma
Skin & Subcutaneous,Psoriasis (Pustulosis palmaris et plantaris)
Skin & Subcutaneous,Psoriasis (Arthropathic psoriasis)
Skin & Subcutaneous,Other specified diseases of the skin
Skin & Subcutaneous,Dermatitis Herpetiformis
Skin & Subcutaneous,"Psoriasis (Psoriasis, unspecified)"
Skin & Subcutaneous,Traumatic purpura
Skin & Subcutaneous,Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica)
Skin & Subcutaneous,Rosacea and related disorders
Skin & Subcutaneous,Purpura or bruising due to disorders of coagulation
Skin & Subcutaneous,Parapsoriasis (Retiform parapsoriasis)
Skin & Subcutaneous,Inducible urticaria and angioedema
Skin & Subcutaneous,Lichen Planus (Hypertrophic lichen planus)
Skin & Subcutaneous,Dermatoses provoked by friction or mechanical stress
Skin & Subcutaneous,Lichen Planus (Bullous lichen planus)
Skin & Subcutaneous,Lichen Planus (Lichenoid drug reaction)
Skin & Subcutaneous,Dermatitis (Other specified dermatitis)
Skin & Subcutaneous,Psoriasis of unspecified type
Skin & Subcutaneous,Lichen Planus (Other lichen planus)
Skin & Subcutaneous,Staphylococcal scalded skin syndrome
Skin & Subcutaneous,Cellulitis of other parts of limb
Skin & Subcutaneous,Dermatitis (Atopic) (Intrinsic (allergic) eczema)
Skin & Subcutaneous,Dermatitis (Atopic) (Unspecified)
Skin & Subcutaneous,"Lichen Planus (Lichen planus, unspecified)"
Skin & Subcutaneous,Infantile papular acrodermatitis [Giannotti-Crosti]
Skin & Subcutaneous,"Acne, unspecified"
Skin & Subcutaneous,Urticaria (Allergic urticaria)
Skin & Subcutaneous,Dermatitis (Atopic) (Flexural eczema)
Skin & Subcutaneous,Idiopathic urticaria
Skin & Subcutaneous,Urticaria (Dermatographic urticaria)
Skin & Subcutaneous,Lichen sclerosus
Skin & Subcutaneous,"Adverse cutaneous reactions to herbal, homoeopathic or other alternative therapies"
Skin & Subcutaneous,Onychomycosis
Skin & Subcutaneous,Urticaria (Cholinergic urticaria)
Skin & Subcutaneous,Lymphocytoma cutis
Skin & Subcutaneous,Dermographism
Skin & Subcutaneous,Idiopathic angioedema
Skin & Subcutaneous,Acute urticaria
Skin & Subcutaneous,Urticaria (Other urticaria)
Skin & Subcutaneous,Hidradenitis suppurativa
Skin & Subcutaneous,Druginduced erythroderma
Skin & Subcutaneous,Photodermatosis (Photocontact dermatitis [berloque dermatitis])
Skin & Subcutaneous,Polymorphous Light Eruption
Skin & Subcutaneous,Cellulitis of finger and toe
Skin & Subcutaneous,"Dermatitis (Unspecified contact dermatitis, unspecified cause)"
Skin & Subcutaneous,Seborrhoeic dermatitis and related conditions
Skin & Subcutaneous,Skin complications of BCG immunisation
Skin & Subcutaneous,Spontaneous urticaria
Skin & Subcutaneous,Tattoos or tattoo reactions
Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss]
Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade)
Skin & Subcutaneous,Acute radiodermatitis following radiotherapy
Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Folliculitis decalvans)
Skin & Subcutaneous,Infections of the nail or perionychium
Skin & Subcutaneous,Impetigo (Bullous)
Skin & Subcutaneous,Burn from exposure to artificial source of ultraviolet radiation
Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Perifolliculitis capitis abscedens)
Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Folliculitis ulerythematosa reticulata)
Skin & Subcutaneous,Urticaria of unspecified type
Skin & Subcutaneous,Other specified disorders of skin pigmentation
Skin & Subcutaneous,Acne (Acne vulgaris)
Skin & Subcutaneous,"Pemphigus, unspecified"
Skin & Subcutaneous,Dermatoses due to foreign bodies
Skin & Subcutaneous,Acne (Acne conglobata)
